"session","created","modified","ended","expired","time13","yearOfBirth","gender","hispanic","ethnicity","people","employment_status","income","education","housing","own_rent","electric_bill","political_views","party","time14","feedback","time15","completionCode"
"J1qD8JxKNireOIU1qy4WfDTnwtOalBeDve_oPHH8lg8IynSMCTetAYRFEbTMLG22","2024-07-03 04:00:20","2024-07-03 04:02:13","2024-07-03 04:02:13","","2024-07-03 04:00:20","1958","Prefer not to answer","No","White","2","Retired.","$75,000 to less than $100,000","Some college - but less than two years of college","Single family house not attached to any other house","1","$200 - $300","2","republican","2024-07-03 04:01:56","","2024-07-03 04:02:04","820484"
"ZkwMrgD5VPYdkLzIT-Cpd5fxHs3_wH9APbBoL_Utbrmb3Ew5XxB7ZS7zHMQs7eok","2024-07-03 04:49:20","2024-07-03 04:51:32","2024-07-03 04:51:32","","2024-07-03 04:49:20","1972","Male","No","Black or African American","More than 5","Disabled, not able to work.","$15,000 to less than $30,000","High school degree or equivalent (e.g. GED)","Building with 20 or more apartments/condos/studios","2","$300 - $400","2","republican","2024-07-03 04:51:14","No","2024-07-03 04:51:26","152108"
"dkTvghDaD1ybcIVfEIktWJ14qWT2bSYReJFwPPAL7_3Yt11GfnXullfV1R_MIbKF","2024-07-03 07:07:36","2024-07-03 07:10:17","2024-07-03 07:10:17","","2024-07-03 07:07:37","1953","Male","No","White","2","Retired.","$100,000 to less than $125,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$200 - $300","4","democratic","2024-07-03 07:08:46","Need to ask pros and cons of gas and electric vehicles. ","2024-07-03 07:10:13","362227"
"mHoAaBPAAsAC42uRJXMRNR8_N0OuZDJgWdyAYveGgCDUf_oQTqPpOJBWvHvX9Fvl","2024-07-03 10:40:37","","","","2024-07-03 10:40:37","","","","","","","","","","","","","","","","",""
"vjnnxctkTdKP1_ocO2AWJbhzG0dmPjYEfGguKI53Vv8xlTHgIWEOEunGiW9cy1wi","2024-07-03 11:31:52","2024-07-03 11:32:53","2024-07-03 11:32:53","","2024-07-03 11:31:52","1967","Male","No","White","2","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Some college - but less than two years of college","Single family house not attached to any other house","1","$100 - $200","2","republican","2024-07-03 11:32:41","","2024-07-03 11:32:49","615327"
"KhOacCW5e6jyMSJR22m2-h5jRfZhacWShLyUZ_6eAgyHVlPLilBDSbCc_VlzOUIs","2024-07-03 12:51:25","2024-07-03 12:52:52","2024-07-03 12:52:52","","2024-07-03 12:51:25","1957","Male","No","White","3","Retired.","$75,000 to less than $100,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$100 - $200","2","republican","2024-07-03 12:52:41","","2024-07-03 12:52:47","411427"
"q_8tLmCGmP7EhZiWUU147qg_NyrT7GFmr5A1CLKbvgT25peo5_JevTMNKCFdrfw8","2024-07-03 13:23:33","2024-07-03 13:25:22","2024-07-03 13:25:22","","2024-07-03 13:23:33","1971","Male","No","White","1","Employed, working 40 or more hours per week.","Prefer not to answer","Some college - two years or more/A.A. degree","Single family house not attached to any other house","4","$0 - $100","7","independent","2024-07-03 13:25:09","","2024-07-03 13:25:15","408006"
"yudIqEbMANnTjXQ_3FNhParelDzLDcQGhXiWl7f5RlBmRSBs9BiWRKeARBXyn_yM","2024-07-03 13:26:18","","","","2024-07-03 13:26:19","","","","","","","","","","","","","","","","",""
"PrQNf8txADiRfC1aOqSXHy95o0XzoToVZKP2PGpOgKC4NlFm25u3I--BlbQWOw_h","2024-07-03 16:52:27","2024-07-03 16:56:27","2024-07-03 16:56:27","","2024-07-03 16:52:27","1953","Male","No","White","2","Retired.","$50,000 to less than $60,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$100 - $200","1","republican","2024-07-03 16:54:14","I will NEVER consider buying an electric car! Too many horror stories. Relative bought Mustang electric. I month traded it for a real CAR","2024-07-03 16:56:21","481965"
"Bx_s8CTeN5YSqV5lMDmbZBe1O2-IW3CTWv6ULdnHEG2XsLtpkqiVSXVveJXE9TJy","2024-07-03 19:17:49","2024-07-03 19:19:25","2024-07-03 19:19:25","","2024-07-03 19:17:50","1968","Male","No","White","2","Disabled, not able to work.","$15,000 to less than $30,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$100 - $200","4","democratic","2024-07-03 19:19:03","I like cheese","2024-07-03 19:19:16","624856"
"Y7zBd1eV8-VPzX6xaWA1R63YurOFbtt_AR4hEDXapRRjEMuJkFuqX5KCtn7pBz4M","2024-07-03 19:37:28","2024-07-03 19:39:07","2024-07-03 19:39:07","","2024-07-03 19:37:28","1967","Male","No","White","3","Disabled, not able to work.","Less than $15,000","College graduate/bachelor's degree/B.A./B.S.","Building with 2-4 apartments/condos/studios","2","$200 - $300","7","independent","2024-07-03 19:38:44","Libertarian Party ","2024-07-03 19:39:03","450191"
"vK_IjQpWocOnfYNkMFhYGvxu05yqEFCFvRQuND0_ejtX9jLs4g8xnPTMvEA_J55q","2024-07-03 19:53:44","2024-07-03 19:55:56","2024-07-03 19:55:56","","2024-07-03 19:53:44","2000","Male","No","White","1","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","College graduate/bachelor's degree/B.A./B.S.","Building with 20 or more apartments/condos/studios","2","$0 - $100","3","independent","2024-07-03 19:54:53","The phrasing on ""name a pure electric vehicle"" was a little vague to me. Almost wrote ""BEV"" as the designation I've heard the vehicle category called in the past.","2024-07-03 19:55:53","373838"
"b6U2i9VFQWzF0vPPyfKNL97esnltngmVL-GV3YYD8WhsIWhfoV8CmdDs-3KTpiAa","2024-07-03 20:18:00","2024-07-03 20:19:33","2024-07-03 20:19:34","","2024-07-03 20:18:00","1969","Male","No","White","2","Employed, working 40 or more hours per week.","$150,000 to less than $175,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$100 - $200","1","independent","2024-07-03 20:19:20","","2024-07-03 20:19:27","281530"
"1tyXrkAgiqv3B-hXLE9oURTReygK-8G4E1h23E12TRFK8y2mg9LeTHvB847xzeJO","2024-07-03 20:22:01","2024-07-03 20:22:56","2024-07-03 20:22:56","","2024-07-03 20:22:01","1975","Male","No","White","5","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Technical or trade school","Single family house not attached to any other house","1","$200 - $300","1","republican","2024-07-03 20:22:49","","2024-07-03 20:22:52","657826"
"l92y3EoVDR6TowlIK5uyq5jeEg5DXUsays0-YdZ4w22MpqAq1unMGyk8I6rgV65K","2024-07-03 21:21:26","2024-07-03 21:22:45","2024-07-03 21:22:45","","2024-07-03 21:21:26","1982","Male","No","White","4","Employed, working 40 or more hours per week.","$150,000 to less than $175,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$100 - $200","5","democratic","2024-07-03 21:22:35","","2024-07-03 21:22:38","747524"
"Z9qN6Bs4LUVMjVDIZRb0PfSTI7OAIdsW8APKZAbI4eiJHmEkXXdXBcTkTFDLRYQX","2024-07-03 21:56:55","2024-07-03 21:58:20","2024-07-03 21:58:20","","2024-07-03 21:56:55","1960","Male","No","White","2","Retired.","Prefer not to answer","Some college - but less than two years of college","Single family house not attached to any other house","1","$0 - $100","2","independent","2024-07-03 21:58:05","","2024-07-03 21:58:15","899037"
"5JesPEol6g3rpaiga2ZD9z72fKEsUFUhCafd4-t2z6vVAeGZeiyvLuVJSKU3qpRd","2024-07-04 02:33:48","2024-07-04 02:36:37","2024-07-04 02:36:37","","2024-07-04 02:33:48","1971","Male","No","White","2","Employed, working 40 or more hours per week.","$150,000 to less than $175,000","Technical or trade school","Single family house not attached to any other house","1","$300 - $400","3","republican","2024-07-04 02:35:58","","2024-07-04 02:36:15","806740"
"eupktjRSTZccq7d57ahKLZptYO6-dOFZ8VBzCX3FVVB9KwCyX6J87s70KshmPB23","2024-07-04 03:52:23","2024-07-04 03:58:13","2024-07-04 03:58:13","","2024-07-04 03:52:23","1973","Male","No","White","1","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Some college - but less than two years of college","Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)","2","$0 - $100","1","republican","2024-07-04 03:54:25","Vehicles are too complicated 
Since we're unsafe at any SPEED why worry about all the electronic gizmos that goast brake and lead to a false sence of Safety. 
There's nothing free fair or safe. 
","2024-07-04 03:58:07","796607"
"Mi0bRNpWz8h4j45pSCQe9x0Hi8babnR8-7EdM31uCScEeQCduRmU-aWGJ0hl_Wfs","2024-07-04 04:18:28","2024-07-04 04:20:24","2024-07-04 04:20:24","","2024-07-04 04:18:29","1991","Male","No","White","More than 5","Employed, working 40 or more hours per week.","$60,000 to less than $75,000","High school degree or equivalent (e.g. GED)","Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)","2","$100 - $200","7","prefer_not_say","2024-07-04 04:19:35","The government shouldn't have killed off the dude that invented an engine that operated on WATER","2024-07-04 04:20:18","861442"
"1CdMZRtq8Gz53goGsJEq3qpqakEvdg2tUeIbxwoMbfNCEObZbKHR46xe_octv6c2","2024-07-04 04:42:45","2024-07-04 04:44:09","2024-07-04 04:44:09","","2024-07-04 04:42:45","1962","Male","No","White","2","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$100 - $200","5","democratic","2024-07-04 04:43:57","","2024-07-04 04:44:03","632923"
"AFdJ_1lKevmj2jx6gOVagaQ3K__PqDqzO1h5_9wG13Y42u5aHElst_HkCUaS7Rso","2024-07-04 13:57:54","2024-07-04 13:59:07","2024-07-04 13:59:07","","2024-07-04 13:57:54","2003","Female","No","White","2","Employed, working 40 or more hours per week.","$60,000 to less than $75,000","High school degree or equivalent (e.g. GED)","Building with 5-19 apartments/condos/studios","2","$100 - $200","7","democratic","2024-07-04 13:59:00","","2024-07-04 13:59:04","344689"
"VOH3oGEuqxD54mqBI5Fdf8vlWF2KG2hM49AOJXwxpF9C2LzQbjDpKS5pXkbMwe8J","2024-07-04 16:02:57","2024-07-04 16:07:12","2024-07-04 16:07:12","","2024-07-04 16:02:58","1957","Male","No","White","2","Retired.","$100,000 to less than $125,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$100 - $200","2","republican","2024-07-04 16:04:31","Public transportation is expensive and uncomfortable.  EVs are poor replacements for ICEs due to range and charging limitations.  EV makers would be way ahead to focus on range management rather than acceleration.   And I own a sports car.","2024-07-04 16:07:02","637247"
"M_CZP7mDCdSnv2H8-yI-y7g7SZh1NeD2a8EWvPDyNoBd_6OH6ZatebsIS81NG0H9","2024-07-04 16:32:10","2024-07-04 16:33:10","2024-07-04 16:33:10","","2024-07-04 16:32:10","1962","Male","No","White","3","Employed, working 1-39 hours per week.","$150,000 to less than $175,000","Some college - but less than two years of college","Single family house not attached to any other house","2","$100 - $200","3","democratic","2024-07-04 16:33:02","","2024-07-04 16:33:06","160758"
"tkLodtxJY0YDMMFNQjf6w9Bd_X4iBJZqAubmagEky1Ah37Jv4S5bY6B7pOeqZB-B","2024-07-04 18:37:57","2024-07-04 18:40:24","2024-07-04 18:40:24","","2024-07-04 18:37:57","1965","Female","No","White","2","Not employed, NOT looking for work.","$175,000 to less than $200,000","Some college - but less than two years of college","Single family house not attached to any other house","1","$0 - $100","4","democratic","2024-07-04 18:40:02","","2024-07-04 18:40:13","185329"
"ik3AIYgsgK_sgsVYHP2trdccXTpuM1QBxDJIu_Qmvye8320lu-wvhd2RVipGMyRz","2024-07-04 18:54:13","2024-07-04 18:55:47","2024-07-04 18:55:47","","2024-07-04 18:54:13","1959","Male","No","Asian, White","2","Retired.","$125,000 to less than $150,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$300 - $400","3","independent","2024-07-04 18:55:22","","2024-07-04 18:55:44","191418"
"WyZQZlC99t2DllSGiRKKzG1BzjjtKqrzZ1c5uAJgUzldQ2x42bTlE6J0XQL8VEbM","2024-07-04 22:05:36","2024-07-04 22:07:49","2024-07-04 22:07:49","","2024-07-04 22:05:36","1962","Male","No","White","3","Employed, working 40 or more hours per week.","$175,000 to less than $200,000","Some college - but less than two years of college","Single family house not attached to any other house","1","$300 - $400","5","democratic","2024-07-04 22:07:36","","2024-07-04 22:07:43","798095"
"5-F65_MFKf1AscT6gpKEzCYo9QtpHIp1kSrkXfqS4bfpl6vxEiqaGKLB1I5Jz6Eu","2024-07-04 22:09:05","2024-07-04 22:10:24","2024-07-04 22:10:24","","2024-07-04 22:09:06","1966","Male","No","American Indian or Alaskan Native, White","4","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Ph.D. or M.D","Single family house not attached to any other house","1","$0 - $100","5","democratic","2024-07-04 22:10:13","","2024-07-04 22:10:17","859923"
"fTbOQDoAPcMBQvcqrYGlkVSqY4ZCZnc8Eoo5GMAmmOuuliZuKkoqKUEkepyuglDn","2024-07-04 23:44:34","2024-07-04 23:47:18","2024-07-04 23:47:18","","2024-07-04 23:44:34","1960","Male","No","White","2","Not employed, looking for work.","$250,000 or more","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$0 - $100","3","independent","2024-07-04 23:45:28","Try to identify limiting factors on buying decisions i.e. What is the rnge of an electric vehicle? How long does it take to charge? Does the car have a specialty use in mind when purchased.","2024-07-04 23:47:13","539378"
"VuzC-1Y_T8kI60f18Ss9i1UzGkqFTz6Q7XWRKDwlHlyrzWnD1kGUZ2vxF8UI7VWV","2024-07-04 23:58:00","2024-07-05 00:00:04","2024-07-05 00:00:04","","2024-07-04 23:58:00","1961","Male","No","Some other race:","1","Employed, working 40 or more hours per week.","$150,000 to less than $175,000","Some college - but less than two years of college","Single family house not attached to any other house","1","$100 - $200","6","independent","2024-07-04 23:59:42","","2024-07-04 23:59:54","387460"
"TiPSB-wD43cl2g89ADZq6fEywtYkUJRvzNIc7hi9myGJQBsiugCIIjWkhJSUlwAl","2024-07-05 01:13:00","2024-07-05 01:14:33","2024-07-05 01:14:33","","2024-07-05 01:13:00","1964","Male","No","White","3","Retired.","$150,000 to less than $175,000","High school degree or equivalent (e.g. GED)","Single family house not attached to any other house","1","$300 - $400","3","republican","2024-07-05 01:14:19","","2024-07-05 01:14:22","386237"
"zXQactPE4X-fQ0ZryyUHYfIDLF1T8-A1cIh-x9GWAJPgkl_b_6LirVImV7sCn-00","2024-07-05 02:26:31","2024-07-05 02:28:24","2024-07-05 02:28:24","","2024-07-05 02:26:31","1964","Male","No","White","2","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Technical or trade school","Single family house not attached to any other house","1","$200 - $300","2","republican","2024-07-05 02:28:07","","2024-07-05 02:28:18","492855"
"tDPbOQaR8Wi4PHduKtq-tD5oyirk7Y4GVpi0HCpdNspE9jCwSofzFIJkZhYgZFPp","2024-07-05 03:17:16","2024-07-05 03:21:36","2024-07-05 03:21:36","","2024-07-05 03:17:16","1985","Male","No","White","2","Employed, working 40 or more hours per week.","$200,000 to less than $250,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$100 - $200","7","independent","2024-07-05 03:19:15","While a BEV would support my normal driving habits very well it is too expensive to buy one just for commuting. ","2024-07-05 03:21:27","845921"
"ej2lcGZXs3heJ4grvFLRrk0HfiHEsNeE3OU2cAmIER-mlo6hyFDMDBrZw8LPaIw5","2024-07-05 04:46:29","2024-07-05 04:48:17","2024-07-05 04:48:17","","2024-07-05 04:46:29","1962","Male","No","White","2","Employed, working 40 or more hours per week.","$50,000 to less than $60,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$100 - $200","1","republican","2024-07-05 04:47:58","","2024-07-05 04:48:12","187388"
"K00CaVdUozCXsrKELG32MhvezZSpwXTjJ_h8oNEvhwR9SMR94XjxiNTs5_as0UKB","2024-07-05 06:11:57","2024-07-05 06:13:24","2024-07-05 06:13:24","","2024-07-05 06:11:57","1967","Male","No","White","2","Employed, working 1-39 hours per week.","$15,000 to less than $30,000","Some college - but less than two years of college","Building with 5-19 apartments/condos/studios","2","$0 - $100","4","democratic","2024-07-05 06:13:15","","2024-07-05 06:13:20","240580"
"lHsbq_bzljOWJIGDrBF3cX6hBMkD3_zUWydAJCO6v2DCFy7flMIlnk_cTim4WJak","2024-07-05 11:34:17","2024-07-05 11:36:33","2024-07-05 11:36:33","","2024-07-05 11:34:17","1975","Male","No","Asian","3","Employed, working 40 or more hours per week.","$50,000 to less than $60,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","2","$100 - $200","2","republican","2024-07-05 11:36:19","","2024-07-05 11:36:23","902762"
"5tquz_RZfcQ25kzZeaoG1lXzWrouU_Qf7_ligZDNcRoOolWuAqO1BYofD13XC8na","2024-07-05 16:01:47","2024-07-05 16:03:08","2024-07-05 16:03:08","","2024-07-05 16:01:47","1988","Male","No","Do not know/prefer not to answer","1","Not employed, looking for work.","$30,000 to less than $40,000","M.B.A. or law degree","Building with 20 or more apartments/condos/studios","2","$0 - $100","2","republican","2024-07-05 16:03:00","","2024-07-05 16:03:04","288371"
"aKsheGVu9UDbaC4yt1hK7E2kBcFSf0PH6dAzkAJ9Z6ayjogVlBLeujjHoOqqw2dB","2024-07-05 21:15:48","2024-07-05 21:17:26","","","2024-07-05 21:15:48","1964","Male","No","White","2","Employed, working 40 or more hours per week.","$250,000 or more","Master's degree","Single family house not attached to any other house","2","$0 - $100","5","democratic","2024-07-05 21:17:21","","2024-07-05 21:17:27","475139"
"gvINN6-poVSm8jmYbO5IW76Hdp2aZzTagiFr8bZQHJUS9qHXaiVRbt1wCTwRLiUb","2024-07-06 00:18:50","2024-07-06 00:19:50","2024-07-06 00:19:50","","2024-07-06 00:18:51","1972","Male","No","White","5","Employed, working 40 or more hours per week.","$200,000 to less than $250,000","Ph.D. or M.D","Single family house not attached to any other house","1","$100 - $200","4","democratic","2024-07-06 00:19:21","","2024-07-06 00:19:23","185987"
"CVUt0aJzisdB-onB5bIxb2JxCIWdOg1am0_pNC7-OP5Zqdzaruo6YziyC4jD4eab","2024-07-06 01:54:30","2024-07-06 01:56:53","2024-07-06 01:56:53","","2024-07-06 01:54:30","1963","Male","No","American Indian or Alaskan Native, White","2","Not employed, looking for work.","Prefer not to answer","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$300 - $400","7","independent","2024-07-06 01:56:01","","2024-07-06 01:56:44","986858"
"FAiCrEKH1LfDQEhEp6-l61ZJn7TCjrjLzX5daFSgqxLuuksPS4OBfsIJkGp1tope","2024-07-06 02:44:37","2024-07-06 02:47:55","2024-07-06 02:47:55","","2024-07-06 02:44:38","1959","Male","No","White","3","Retired.","$75,000 to less than $100,000","Technical or trade school","Single family house not attached to any other house","1","$200 - $300","6","prefer_not_say","2024-07-06 02:47:01","","2024-07-06 02:47:45","611361"
"UolZoC9wXwvBgwO1MLgw-e4tBwe9xnilo0Ka3X5CfcSH3tDQWX-JnAmFZBwDwPJI","2024-07-06 03:18:57","2024-07-06 03:20:15","2024-07-06 03:20:15","","2024-07-06 03:18:57","1967","Female","No","White","2","Retired.","$100,000 to less than $125,000","Postgraduate courses","Single family house not attached to any other house","1","$100 - $200","3","independent","2024-07-06 03:19:55","","2024-07-06 03:20:09","399239"
"1XAdXacQCYoKvLURAybWlFPXGCwfSiaQs5RPw20-C4jjKYea_KbTHpmu8hWgyvB6","2024-07-06 03:57:41","2024-07-06 03:58:50","2024-07-06 03:58:50","","2024-07-06 03:57:41","1963","Female","No","Black or African American","1","Retired.","$15,000 to less than $30,000","Some college - two years or more/A.A. degree","Single family house not attached to any other house","1","$0 - $100","5","democratic","2024-07-06 03:58:35","","2024-07-06 03:58:39","441735"
"JKYP6sNH7phnFSQk5nvrROTmlu91xCaRbNs1REvBsJcpVN4O2cVy2jhp9ToKV9n_","2024-07-06 07:54:27","2024-07-06 07:56:23","2024-07-06 07:56:23","","2024-07-06 07:54:27","1991","Male","No","White","2","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Ph.D. or M.D","Building with 20 or more apartments/condos/studios","2","$100 - $200","3","independent","2024-07-06 07:56:08","","2024-07-06 07:56:13","536585"
"ZXojC8bxJjrrVCgiOxVEW0htG24vNfhunAvc0Q_OW4b3zfZXK4byObnv1x7_r_T-","2024-07-06 08:19:29","2024-07-06 08:20:46","","","2024-07-06 08:19:29","","","","","","","","","","","","","","","","",""
"51NMCYeB0-VPq4TrmACGpqMM1pr_eKzh8Wg_tRDxVYRafG_d6ZfQStsH46BrGhx2","2024-07-06 11:26:50","2024-07-06 11:28:07","2024-07-06 11:28:07","","2024-07-06 11:26:50","1989","Male","No","White","3","Employed, working 40 or more hours per week.","$100,000 to less than $125,000","Master's degree","Single family house not attached to any other house","3","$0 - $100","3","independent","2024-07-06 11:27:54","","2024-07-06 11:27:57","651414"
"elwgZXkBSXBo5HwLByYEVwBd8QSgzxAL1Cs86_JQPBxDfRAdwxUKmp67DXkalB0t","2024-07-06 15:07:41","2024-07-06 15:09:07","2024-07-06 15:09:07","","2024-07-06 15:07:42","1969","Male","No","White","2","Employed, working 40 or more hours per week.","$200,000 to less than $250,000","Postgraduate courses","Single family house not attached to any other house","1","$200 - $300","2","republican","2024-07-06 15:08:59","","2024-07-06 15:09:03","501272"
"qdbIQ3sn1X4nqq0SbbTx2Pus3hRAS5T-R0Wvw4o48_H62WWu3unpjJVV4xkQ51on","2024-07-06 16:37:46","2024-07-06 16:42:42","2024-07-06 16:42:42","","2024-07-06 16:37:46","1964","Male","No","White","2","Employed, working 40 or more hours per week.","$100,000 to less than $125,000","Some college - two years or more/A.A. degree","Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)","1","$100 - $200","2","prefer_not_say","2024-07-06 16:39:05","","2024-07-06 16:42:38","835357"
"lKVSmDstxY7_-ii8aKEUgdyziJUQLWncx56-uju2pPljZ1cuPv4vDKbHrJ8prSTI","2024-07-06 20:53:34","2024-07-06 21:05:06","2024-07-06 21:05:06","","2024-07-06 20:53:34","1974","Male","No","White","3","Employed, working 40 or more hours per week.","$250,000 or more","Master's degree","Single family house not attached to any other house","1","$200 - $300","5","prefer_not_say","2024-07-06 20:54:37","","2024-07-06 21:05:03","479756"
"zInX-2fxXvzc30SSw-Tfb_NFN3OwjsZ5xs_i21CgS6lVL3RO-gWPfXj6WHBdhU_A","2024-07-06 21:58:35","2024-07-06 22:00:57","2024-07-06 22:00:57","","2024-07-06 21:58:35","1960","Male","No","White","1","Retired.","$40,000 to less than $50,000","Some college - but less than two years of college","Boat, RV, van, etc.","1","$100 - $200","2","independent","2024-07-06 22:00:47","","2024-07-06 22:00:52","399042"
"ti84SoSoXEzZLiRRzrVhl9AaIt4tw91brXcJdWxAgQAoFnqdJglswZZ3aj6grJPV","2024-07-07 07:55:10","2024-07-07 07:56:28","2024-07-07 07:56:28","","2024-07-07 07:55:10","1975","Male","No","White","4","Employed, working 40 or more hours per week.","Prefer not to answer","Some college - but less than two years of college","Single family house not attached to any other house","2","$0 - $100","2","independent","2024-07-07 07:56:18","","2024-07-07 07:56:23","421897"
